"cond_order","condition_num","subject","rating","condition","cell","few_many","adjusted","frequency","duration"
0,8,"1",8,"few_C","C","few","no","4","1200"
0,5,"2",-5,"few_B_adj","B","few","yes","4","4800"
0,11,"3",-8,"many_C_adj","C","many","yes","64","300"
0,7,"4",-2,"many_B_adj","B","many","yes","64","300"
0,3,"5",4,"many_A_adj","A","many","yes","64","300"
0,12,"6",5,"baseline","A","baseline","no","16","1200"
0,6,"7",4,"many_B","B","many","no","64","1200"
0,11,"8",-10,"many_C_adj","C","many","yes","64","300"
0,12,"10",-2,"baseline","A","baseline","no","16","1200"
0,9,"11",10,"few_C_adj","C","few","yes","4","4800"
0,8,"12",3,"few_C","C","few","no","4","1200"
0,9,"13",5,"few_C_adj","C","few","yes","4","4800"
0,7,"14",-7,"many_B_adj","B","many","yes","64","300"
0,10,"15",8,"many_C","C","many","no","64","1200"
0,1,"16",6,"few_A_adj","A","few","yes","4","4800"
0,0,"17",-4,"few_A","A","few","no","4","1200"
0,7,"18",-10,"many_B_adj","B","many","yes","64","300"
0,11,"19",5,"many_C_adj","C","many","yes","64","300"
0,7,"20",4,"many_B_adj","B","many","yes","64","300"
0,3,"21",4,"many_A_adj","A","many","yes","64","300"
0,5,"22",-1,"few_B_adj","B","few","yes","4","4800"
0,4,"23",9,"few_B","B","few","no","4","1200"
0,12,"24",-3,"baseline","A","baseline","no","16","1200"
0,4,"25",5,"few_B","B","few","no","4","1200"
0,0,"26",7,"few_A","A","few","no","4","1200"
0,4,"27",5,"few_B","B","few","no","4","1200"
0,1,"28",10,"few_A_adj","A","few","yes","4","4800"
0,4,"29",5,"few_B","B","few","no","4","1200"
0,5,"30",4,"few_B_adj","B","few","yes","4","4800"
0,9,"31",10,"few_C_adj","C","few","yes","4","4800"
0,6,"32",-1,"many_B","B","many","no","64","1200"
0,0,"33",-7,"few_A","A","few","no","4","1200"
0,11,"34",6,"many_C_adj","C","many","yes","64","300"
0,12,"35",8,"baseline","A","baseline","no","16","1200"
0,12,"36",-7,"baseline","A","baseline","no","16","1200"
0,8,"37",1,"few_C","C","few","no","4","1200"
0,3,"38",2,"many_A_adj","A","many","yes","64","300"
0,11,"39",-4,"many_C_adj","C","many","yes","64","300"
0,8,"40",-6,"few_C","C","few","no","4","1200"
0,10,"41",7,"many_C","C","many","no","64","1200"
0,0,"43",4,"few_A","A","few","no","4","1200"
0,12,"44",-3,"baseline","A","baseline","no","16","1200"
0,10,"45",-3,"many_C","C","many","no","64","1200"
0,1,"46",-6,"few_A_adj","A","few","yes","4","4800"
0,8,"47",7,"few_C","C","few","no","4","1200"
0,12,"48",6,"baseline","A","baseline","no","16","1200"
1,9,"1",9,"few_C_adj","C","few","yes","4","4800"
1,1,"2",-9,"few_A_adj","A","few","yes","4","4800"
1,0,"3",-3,"few_A","A","few","no","4","1200"
1,6,"4",1,"many_B","B","many","no","64","1200"
1,11,"5",-5,"many_C_adj","C","many","yes","64","300"
1,5,"6",6,"few_B_adj","B","few","yes","4","4800"
1,12,"7",7,"baseline","A","baseline","no","16","1200"
1,3,"8",-10,"many_A_adj","A","many","yes","64","300"
1,5,"10",1,"few_B_adj","B","few","yes","4","4800"
1,10,"11",4,"many_C","C","many","no","64","1200"
1,12,"12",-5,"baseline","A","baseline","no","16","1200"
1,12,"13",-2,"baseline","A","baseline","no","16","1200"
1,0,"14",-4,"few_A","A","few","no","4","1200"
1,1,"15",-1,"few_A_adj","A","few","yes","4","4800"
1,11,"16",10,"many_C_adj","C","many","yes","64","300"
1,3,"17",6,"many_A_adj","A","many","yes","64","300"
1,1,"18",-10,"few_A_adj","A","few","yes","4","4800"
1,3,"19",5,"many_A_adj","A","many","yes","64","300"
1,4,"20",5,"few_B","B","few","no","4","1200"
1,9,"21",1,"few_C_adj","C","few","yes","4","4800"
1,10,"22",-7,"many_C","C","many","no","64","1200"
1,0,"23",-9,"few_A","A","few","no","4","1200"
1,7,"24",-6,"many_B_adj","B","many","yes","64","300"
1,8,"25",5,"few_C","C","few","no","4","1200"
1,3,"26",7,"many_A_adj","A","many","yes","64","300"
1,7,"27",-2,"many_B_adj","B","many","yes","64","300"
1,12,"28",9,"baseline","A","baseline","no","16","1200"
1,12,"29",6,"baseline","A","baseline","no","16","1200"
1,4,"30",5,"few_B","B","few","no","4","1200"
1,3,"31",10,"many_A_adj","A","many","yes","64","300"
1,7,"32",-5,"many_B_adj","B","many","yes","64","300"
1,8,"33",4,"few_C","C","few","no","4","1200"
1,5,"34",2,"few_B_adj","B","few","yes","4","4800"
1,0,"35",8,"few_A","A","few","no","4","1200"
1,2,"36",6,"many_A","A","many","no","64","1200"
1,5,"37",-3,"few_B_adj","B","few","yes","4","4800"
1,6,"38",-8,"many_B","B","many","no","64","1200"
1,9,"39",2,"few_C_adj","C","few","yes","4","4800"
1,3,"40",8,"many_A_adj","A","many","yes","64","300"
1,5,"41",7,"few_B_adj","B","few","yes","4","4800"
1,3,"43",3,"many_A_adj","A","many","yes","64","300"
1,6,"44",-4,"many_B","B","many","no","64","1200"
1,4,"45",6,"few_B","B","few","no","4","1200"
1,5,"46",8,"few_B_adj","B","few","yes","4","4800"
1,3,"47",6,"many_A_adj","A","many","yes","64","300"
1,3,"48",4,"many_A_adj","A","many","yes","64","300"
10,2,"1",6,"many_A","A","many","no","64","1200"
10,8,"2",2,"few_C","C","few","no","4","1200"
10,3,"3",0,"many_A_adj","A","many","yes","64","300"
10,9,"4",1,"few_C_adj","C","few","yes","4","4800"
10,0,"5",4,"few_A","A","few","no","4","1200"
10,1,"6",-1,"few_A_adj","A","few","yes","4","4800"
10,11,"7",-2,"many_C_adj","C","many","yes","64","300"
10,4,"8",-10,"few_B","B","few","no","4","1200"
10,0,"10",-4,"few_A","A","few","no","4","1200"
10,7,"11",3,"many_B_adj","B","many","yes","64","300"
10,0,"12",-6,"few_A","A","few","no","4","1200"
10,5,"13",5,"few_B_adj","B","few","yes","4","4800"
10,2,"14",10,"many_A","A","many","no","64","1200"
10,2,"15",2,"many_A","A","many","no","64","1200"
10,12,"16",-3,"baseline","A","baseline","no","16","1200"
10,8,"17",3,"few_C","C","few","no","4","1200"
10,12,"18",-10,"baseline","A","baseline","no","16","1200"
10,2,"19",5,"many_A","A","many","no","64","1200"
10,3,"20",4,"many_A_adj","A","many","yes","64","300"
10,4,"21",5,"few_B","B","few","no","4","1200"
10,11,"22",-6,"many_C_adj","C","many","yes","64","300"
10,7,"23",-8,"many_B_adj","B","many","yes","64","300"
10,9,"24",-1,"few_C_adj","C","few","yes","4","4800"
10,11,"25",-3,"many_C_adj","C","many","yes","64","300"
10,6,"26",8,"many_B","B","many","no","64","1200"
10,0,"27",-6,"few_A","A","few","no","4","1200"
10,6,"28",10,"many_B","B","many","no","64","1200"
10,10,"29",4,"many_C","C","many","no","64","1200"
10,11,"30",2,"many_C_adj","C","many","yes","64","300"
10,2,"31",10,"many_A","A","many","no","64","1200"
10,10,"32",-2,"many_C","C","many","no","64","1200"
10,10,"33",-8,"many_C","C","many","no","64","1200"
10,2,"34",8,"many_A","A","many","no","64","1200"
10,9,"35",6,"few_C_adj","C","few","yes","4","4800"
10,11,"36",1,"many_C_adj","C","many","yes","64","300"
10,7,"37",-7,"many_B_adj","B","many","yes","64","300"
10,10,"38",-7,"many_C","C","many","no","64","1200"
10,6,"39",-8,"many_B","B","many","no","64","1200"
10,9,"40",3,"few_C_adj","C","few","yes","4","4800"
10,7,"41",5,"many_B_adj","B","many","yes","64","300"
10,8,"43",-2,"few_C","C","few","no","4","1200"
10,0,"44",-10,"few_A","A","few","no","4","1200"
10,0,"45",-4,"few_A","A","few","no","4","1200"
10,2,"46",10,"many_A","A","many","no","64","1200"
10,4,"47",5,"few_B","B","few","no","4","1200"
10,1,"48",3,"few_A_adj","A","few","yes","4","4800"
11,5,"1",7,"few_B_adj","B","few","yes","4","4800"
11,4,"2",-1,"few_B","B","few","no","4","1200"
11,1,"3",-7,"few_A_adj","A","few","yes","4","4800"
11,10,"4",3,"many_C","C","many","no","64","1200"
11,2,"5",-3,"many_A","A","many","no","64","1200"
11,0,"6",-3,"few_A","A","few","no","4","1200"
11,9,"7",-9,"few_C_adj","C","few","yes","4","4800"
11,2,"8",10,"many_A","A","many","no","64","1200"
11,8,"10",0,"few_C","C","few","no","4","1200"
11,2,"11",5,"many_A","A","many","no","64","1200"
11,3,"12",4,"many_A_adj","A","many","yes","64","300"
11,1,"13",-4,"few_A_adj","A","few","yes","4","4800"
11,10,"14",10,"many_C","C","many","no","64","1200"
11,5,"15",-2,"few_B_adj","B","few","yes","4","4800"
11,8,"16",4,"few_C","C","few","no","4","1200"
11,7,"17",-7,"many_B_adj","B","many","yes","64","300"
11,11,"18",10,"many_C_adj","C","many","yes","64","300"
11,0,"19",5,"few_A","A","few","no","4","1200"
11,10,"20",5,"many_C","C","many","no","64","1200"
11,11,"21",1,"many_C_adj","C","many","yes","64","300"
11,9,"22",2,"few_C_adj","C","few","yes","4","4800"
11,10,"23",-8,"many_C","C","many","no","64","1200"
11,8,"24",-1,"few_C","C","few","no","4","1200"
11,9,"25",3,"few_C_adj","C","few","yes","4","4800"
11,7,"26",10,"many_B_adj","B","many","yes","64","300"
11,5,"27",2,"few_B_adj","B","few","yes","4","4800"
11,9,"28",10,"few_C_adj","C","few","yes","4","4800"
11,3,"29",6,"many_A_adj","A","many","yes","64","300"
11,2,"30",7,"many_A","A","many","no","64","1200"
11,12,"31",10,"baseline","A","baseline","no","16","1200"
11,1,"32",-1,"few_A_adj","A","few","yes","4","4800"
11,3,"33",8,"many_A_adj","A","many","yes","64","300"
11,3,"34",9,"many_A_adj","A","many","yes","64","300"
11,11,"35",-7,"many_C_adj","C","many","yes","64","300"
11,1,"36",-6,"few_A_adj","A","few","yes","4","4800"
11,12,"37",-3,"baseline","A","baseline","no","16","1200"
11,5,"38",4,"few_B_adj","B","few","yes","4","4800"
11,4,"39",1,"few_B","B","few","no","4","1200"
11,0,"40",1,"few_A","A","few","no","4","1200"
11,11,"41",6,"many_C_adj","C","many","yes","64","300"
11,6,"43",7,"many_B","B","many","no","64","1200"
11,4,"44",2,"few_B","B","few","no","4","1200"
11,6,"45",-2,"many_B","B","many","no","64","1200"
11,12,"46",2,"baseline","A","baseline","no","16","1200"
11,6,"47",5,"many_B","B","many","no","64","1200"
11,8,"48",4,"few_C","C","few","no","4","1200"
12,3,"1",8,"many_A_adj","A","many","yes","64","300"
12,9,"2",2,"few_C_adj","C","few","yes","4","4800"
12,7,"3",-5,"many_B_adj","B","many","yes","64","300"
12,11,"4",2,"many_C_adj","C","many","yes","64","300"
12,5,"5",-2,"few_B_adj","B","few","yes","4","4800"
12,3,"6",9,"many_A_adj","A","many","yes","64","300"
12,7,"7",-5,"many_B_adj","B","many","yes","64","300"
12,1,"8",-10,"few_A_adj","A","few","yes","4","4800"
12,4,"10",-1,"few_B","B","few","no","4","1200"
12,3,"11",3,"many_A_adj","A","many","yes","64","300"
12,7,"12",-5,"many_B_adj","B","many","yes","64","300"
12,2,"13",8,"many_A","A","many","no","64","1200"
12,4,"14",-6,"few_B","B","few","no","4","1200"
12,11,"15",9,"many_C_adj","C","many","yes","64","300"
12,3,"16",5,"many_A_adj","A","many","yes","64","300"
12,5,"17",1,"few_B_adj","B","few","yes","4","4800"
12,10,"18",10,"many_C","C","many","no","64","1200"
12,4,"19",6,"few_B","B","few","no","4","1200"
12,11,"20",2,"many_C_adj","C","many","yes","64","300"
12,5,"21",2,"few_B_adj","B","few","yes","4","4800"
12,6,"22",-7,"many_B","B","many","no","64","1200"
12,11,"23",-6,"many_C_adj","C","many","yes","64","300"
12,3,"24",7,"many_A_adj","A","many","yes","64","300"
12,0,"25",-4,"few_A","A","few","no","4","1200"
12,5,"26",7,"few_B_adj","B","few","yes","4","4800"
12,11,"27",-7,"many_C_adj","C","many","yes","64","300"
12,10,"28",-10,"many_C","C","many","no","64","1200"
12,5,"29",8,"few_B_adj","B","few","yes","4","4800"
12,12,"30",-2,"baseline","A","baseline","no","16","1200"
12,7,"31",10,"many_B_adj","B","many","yes","64","300"
12,3,"32",3,"many_A_adj","A","many","yes","64","300"
12,2,"33",6,"many_A","A","many","no","64","1200"
12,6,"34",8,"many_B","B","many","no","64","1200"
12,3,"35",9,"many_A_adj","A","many","yes","64","300"
12,8,"36",-9,"few_C","C","few","no","4","1200"
12,2,"37",9,"many_A","A","many","no","64","1200"
12,9,"38",-2,"few_C_adj","C","few","yes","4","4800"
12,12,"39",-5,"baseline","A","baseline","no","16","1200"
12,5,"40",7,"few_B_adj","B","few","yes","4","4800"
12,0,"41",7,"few_A","A","few","no","4","1200"
12,9,"43",6,"few_C_adj","C","few","yes","4","4800"
12,8,"44",-1,"few_C","C","few","no","4","1200"
12,2,"45",8,"many_A","A","many","no","64","1200"
12,9,"46",-3,"few_C_adj","C","few","yes","4","4800"
12,7,"47",5,"many_B_adj","B","many","yes","64","300"
12,11,"48",4,"many_C_adj","C","many","yes","64","300"
2,0,"1",8,"few_A","A","few","no","4","1200"
2,11,"2",3,"many_C_adj","C","many","yes","64","300"
2,9,"3",4,"few_C_adj","C","few","yes","4","4800"
2,3,"4",-1,"many_A_adj","A","many","yes","64","300"
2,4,"5",2,"few_B","B","few","no","4","1200"
2,6,"6",2,"many_B","B","many","no","64","1200"
2,2,"7",8,"many_A","A","many","no","64","1200"
2,6,"8",10,"many_B","B","many","no","64","1200"
2,1,"10",-9,"few_A_adj","A","few","yes","4","4800"
2,8,"11",10,"few_C","C","few","no","4","1200"
2,5,"12",2,"few_B_adj","B","few","yes","4","4800"
2,0,"13",-5,"few_A","A","few","no","4","1200"
2,3,"14",7,"many_A_adj","A","many","yes","64","300"
2,4,"15",-2,"few_B","B","few","no","4","1200"
2,4,"16",-3,"few_B","B","few","no","4","1200"
2,4,"17",1,"few_B","B","few","no","4","1200"
2,5,"18",10,"few_B_adj","B","few","yes","4","4800"
2,8,"19",5,"few_C","C","few","no","4","1200"
2,0,"20",4,"few_A","A","few","no","4","1200"
2,8,"21",1,"few_C","C","few","no","4","1200"
2,7,"22",3,"many_B_adj","B","many","yes","64","300"
2,8,"23",8,"few_C","C","few","no","4","1200"
2,2,"24",7,"many_A","A","many","no","64","1200"
2,12,"25",-4,"baseline","A","baseline","no","16","1200"
2,8,"26",7,"few_C","C","few","no","4","1200"
2,6,"27",-6,"many_B","B","many","no","64","1200"
2,2,"28",-4,"many_A","A","many","no","64","1200"
2,7,"29",6,"many_B_adj","B","many","yes","64","300"
2,9,"30",7,"few_C_adj","C","few","yes","4","4800"
2,1,"31",-10,"few_A_adj","A","few","yes","4","4800"
2,2,"32",4,"many_A","A","many","no","64","1200"
2,12,"33",-7,"baseline","A","baseline","no","16","1200"
2,7,"34",6,"many_B_adj","B","many","yes","64","300"
2,1,"35",-7,"few_A_adj","A","few","yes","4","4800"
2,3,"36",8,"many_A_adj","A","many","yes","64","300"
2,9,"37",1,"few_C_adj","C","few","yes","4","4800"
2,7,"38",-4,"many_B_adj","B","many","yes","64","300"
2,2,"39",6,"many_A","A","many","no","64","1200"
2,1,"40",-8,"few_A_adj","A","few","yes","4","4800"
2,12,"41",5,"baseline","A","baseline","no","16","1200"
2,5,"43",6,"few_B_adj","B","few","yes","4","4800"
2,10,"44",-5,"many_C","C","many","no","64","1200"
2,12,"45",6,"baseline","A","baseline","no","16","1200"
2,11,"46",2,"many_C_adj","C","many","yes","64","300"
2,11,"47",6,"many_C_adj","C","many","yes","64","300"
2,2,"48",4,"many_A","A","many","no","64","1200"
3,11,"1",7,"many_C_adj","C","many","yes","64","300"
3,12,"2",0,"baseline","A","baseline","no","16","1200"
3,8,"3",-1,"few_C","C","few","no","4","1200"
3,2,"4",6,"many_A","A","many","no","64","1200"
3,8,"5",-2,"few_C","C","few","no","4","1200"
3,11,"6",4,"many_C_adj","C","many","yes","64","300"
3,1,"7",-8,"few_A_adj","A","few","yes","4","4800"
3,12,"8",-10,"baseline","A","baseline","no","16","1200"
3,10,"10",-8,"many_C","C","many","no","64","1200"
3,6,"11",8,"many_B","B","many","no","64","1200"
3,6,"12",-7,"many_B","B","many","no","64","1200"
3,10,"13",7,"many_C","C","many","no","64","1200"
3,6,"14",-1,"many_B","B","many","no","64","1200"
3,6,"15",-3,"many_B","B","many","no","64","1200"
3,7,"16",-5,"many_B_adj","B","many","yes","64","300"
3,11,"17",-5,"many_C_adj","C","many","yes","64","300"
3,4,"18",10,"few_B","B","few","no","4","1200"
3,1,"19",6,"few_A_adj","A","few","yes","4","4800"
3,6,"20",-3,"many_B","B","many","no","64","1200"
3,6,"21",-5,"many_B","B","many","no","64","1200"
3,2,"22",5,"many_A","A","many","no","64","1200"
3,6,"23",-10,"many_B","B","many","no","64","1200"
3,4,"24",0,"few_B","B","few","no","4","1200"
3,10,"25",-9,"many_C","C","many","no","64","1200"
3,4,"26",5,"few_B","B","few","no","4","1200"
3,3,"27",9,"many_A_adj","A","many","yes","64","300"
3,7,"28",-2,"many_B_adj","B","many","yes","64","300"
3,0,"29",6,"few_A","A","few","no","4","1200"
3,8,"30",2,"few_C","C","few","no","4","1200"
3,8,"31",10,"few_C","C","few","no","4","1200"
3,9,"32",1,"few_C_adj","C","few","yes","4","4800"
3,4,"33",8,"few_B","B","few","no","4","1200"
3,9,"34",7,"few_C_adj","C","few","yes","4","4800"
3,2,"35",9,"many_A","A","many","no","64","1200"
3,10,"36",3,"many_C","C","many","no","64","1200"
3,1,"37",-8,"few_A_adj","A","few","yes","4","4800"
3,2,"38",6,"many_A","A","many","no","64","1200"
3,10,"39",-7,"many_C","C","many","no","64","1200"
3,2,"40",3,"many_A","A","many","no","64","1200"
3,1,"41",6,"few_A_adj","A","few","yes","4","4800"
3,2,"43",3,"many_A","A","many","no","64","1200"
3,3,"44",9,"many_A_adj","A","many","yes","64","300"
3,7,"45",2,"many_B_adj","B","many","yes","64","300"
3,6,"46",-8,"many_B","B","many","no","64","1200"
3,5,"47",6,"few_B_adj","B","few","yes","4","4800"
3,4,"48",4,"few_B","B","few","no","4","1200"
4,6,"1",-2,"many_B","B","many","no","64","1200"
4,2,"2",9,"many_A","A","many","no","64","1200"
4,4,"3",-8,"few_B","B","few","no","4","1200"
4,12,"4",-3,"baseline","A","baseline","no","16","1200"
4,7,"5",2,"many_B_adj","B","many","yes","64","300"
4,7,"6",-1,"many_B_adj","B","many","yes","64","300"
4,3,"7",1,"many_A_adj","A","many","yes","64","300"
4,10,"8",10,"many_C","C","many","no","64","1200"
4,9,"10",0,"few_C_adj","C","few","yes","4","4800"
4,1,"11",4,"few_A_adj","A","few","yes","4","4800"
4,2,"12",7,"many_A","A","many","no","64","1200"
4,8,"13",-2,"few_C","C","few","no","4","1200"
4,8,"14",4,"few_C","C","few","no","4","1200"
4,0,"15",-1,"few_A","A","few","no","4","1200"
4,2,"16",10,"many_A","A","many","no","64","1200"
4,1,"17",-7,"few_A_adj","A","few","yes","4","4800"
4,0,"18",-10,"few_A","A","few","no","4","1200"
4,5,"19",5,"few_B_adj","B","few","yes","4","4800"
4,8,"20",-2,"few_C","C","few","no","4","1200"
4,2,"21",8,"many_A","A","many","no","64","1200"
4,0,"22",-3,"few_A","A","few","no","4","1200"
4,12,"23",1,"baseline","A","baseline","no","16","1200"
4,5,"24",-1,"few_B_adj","B","few","yes","4","4800"
4,1,"25",-8,"few_A_adj","A","few","yes","4","4800"
4,12,"26",3,"baseline","A","baseline","no","16","1200"
4,8,"27",3,"few_C","C","few","no","4","1200"
4,3,"28",4,"many_A_adj","A","many","yes","64","300"
4,6,"29",5,"many_B","B","many","no","64","1200"
4,10,"30",7,"many_C","C","many","no","64","1200"
4,6,"31",10,"many_B","B","many","no","64","1200"
4,4,"32",-1,"few_B","B","few","no","4","1200"
4,9,"33",6,"few_C_adj","C","few","yes","4","4800"
4,8,"34",8,"few_C","C","few","no","4","1200"
4,10,"35",-9,"many_C","C","many","no","64","1200"
4,9,"36",-4,"few_C_adj","C","few","yes","4","4800"
4,4,"37",-3,"few_B","B","few","no","4","1200"
4,0,"38",-8,"few_A","A","few","no","4","1200"
4,8,"39",1,"few_C","C","few","no","4","1200"
4,6,"40",-6,"many_B","B","many","no","64","1200"
4,2,"41",5,"many_A","A","many","no","64","1200"
4,7,"43",5,"many_B_adj","B","many","yes","64","300"
4,11,"44",-8,"many_C_adj","C","many","yes","64","300"
4,9,"45",3,"few_C_adj","C","few","yes","4","4800"
4,3,"46",8,"many_A_adj","A","many","yes","64","300"
4,9,"47",5,"few_C_adj","C","few","yes","4","4800"
4,0,"48",3,"few_A","A","few","no","4","1200"
5,7,"1",7,"many_B_adj","B","many","yes","64","300"
5,6,"2",-2,"many_B","B","many","no","64","1200"
5,10,"3",7,"many_C","C","many","no","64","1200"
5,1,"4",4,"few_A_adj","A","few","yes","4","4800"
5,6,"5",-2,"many_B","B","many","no","64","1200"
5,10,"6",-4,"many_C","C","many","no","64","1200"
5,10,"7",-9,"many_C","C","many","no","64","1200"
5,7,"8",-10,"many_B_adj","B","many","yes","64","300"
5,11,"10",-9,"many_C_adj","C","many","yes","64","300"
5,11,"11",2,"many_C_adj","C","many","yes","64","300"
5,9,"12",-2,"few_C_adj","C","few","yes","4","4800"
5,4,"13",-1,"few_B","B","few","no","4","1200"
5,1,"14",-10,"few_A_adj","A","few","yes","4","4800"
5,7,"15",4,"many_B_adj","B","many","yes","64","300"
5,5,"16",9,"few_B_adj","B","few","yes","4","4800"
5,12,"17",-3,"baseline","A","baseline","no","16","1200"
5,2,"18",-10,"many_A","A","many","no","64","1200"
5,9,"19",6,"few_C_adj","C","few","yes","4","4800"
5,5,"20",4,"few_B_adj","B","few","yes","4","4800"
5,1,"21",-1,"few_A_adj","A","few","yes","4","4800"
5,1,"22",-7,"few_A_adj","A","few","yes","4","4800"
5,3,"23",9,"many_A_adj","A","many","yes","64","300"
5,11,"24",-8,"many_C_adj","C","many","yes","64","300"
5,3,"25",8,"many_A_adj","A","many","yes","64","300"
5,10,"26",8,"many_C","C","many","no","64","1200"
5,9,"27",2,"few_C_adj","C","few","yes","4","4800"
5,5,"28",-6,"few_B_adj","B","few","yes","4","4800"
5,11,"29",7,"many_C_adj","C","many","yes","64","300"
5,0,"30",7,"few_A","A","few","no","4","1200"
5,4,"31",10,"few_B","B","few","no","4","1200"
5,5,"32",-2,"few_B_adj","B","few","yes","4","4800"
5,5,"33",4,"few_B_adj","B","few","yes","4","4800"
5,10,"34",7,"many_C","C","many","no","64","1200"
5,5,"35",-9,"few_B_adj","B","few","yes","4","4800"
5,6,"36",-3,"many_B","B","many","no","64","1200"
5,0,"37",-6,"few_A","A","few","no","4","1200"
5,1,"38",-10,"few_A_adj","A","few","yes","4","4800"
5,7,"39",-5,"many_B_adj","B","many","yes","64","300"
5,4,"40",-4,"few_B","B","few","no","4","1200"
5,9,"41",7,"few_C_adj","C","few","yes","4","4800"
5,12,"43",1,"baseline","A","baseline","no","16","1200"
5,7,"44",-3,"many_B_adj","B","many","yes","64","300"
5,1,"45",-8,"few_A_adj","A","few","yes","4","4800"
5,7,"46",-9,"many_B_adj","B","many","yes","64","300"
5,10,"47",4,"many_C","C","many","no","64","1200"
5,7,"48",6,"many_B_adj","B","many","yes","64","300"
6,1,"1",8,"few_A_adj","A","few","yes","4","4800"
6,0,"2",-7,"few_A","A","few","no","4","1200"
6,12,"3",-4,"baseline","A","baseline","no","16","1200"
6,5,"4",-2,"few_B_adj","B","few","yes","4","4800"
6,1,"5",-4,"few_A_adj","A","few","yes","4","4800"
6,4,"6",4,"few_B","B","few","no","4","1200"
6,5,"7",-6,"few_B_adj","B","few","yes","4","4800"
6,9,"8",10,"few_C_adj","C","few","yes","4","4800"
6,6,"10",-8,"many_B","B","many","no","64","1200"
6,12,"11",-2,"baseline","A","baseline","no","16","1200"
6,10,"12",-7,"many_C","C","many","no","64","1200"
